1/10/2019 00:00:00 82999999 1 0 0 0 0
2/10/2019 00:00:00 82999999 1 0 0 0 0
3/10/2019 00:00:00 82999999 1 0 0 0 0
4/10/2019 00:00:00 82999998 1 0 0 0 1
5/10/2019 00:00:00 82999998 2 0 0 0 1
6/10/2019 00:00:00 82999998 2 1 0 0 1
7/10/2019 00:00:00 82999997 2 1 0 0 2
8/10/2019 00:00:00 82999997 2 1 0 0 2
9/10/2019 00:00:00 82999996 3 1 0 0 3
10/10/2019 00:00:00 82999995 3 2 0 0 4
11/10/2019 00:00:00 82999994 4 2 0 0 5
12/10/2019 00:00:00 82999993 4 2 0 0 6
13/10/2019 00:00:00 82999992 5 3 0 0 7
14/10/2019 00:00:00 82999991 6 3 0 0 8
15/10/2019 00:00:00 82999989 7 4 0 0 10
16/10/2019 00:00:00 82999987 8 5 0 0 12
17/10/2019 00:00:00 82999985 9 6 0 0 14
18/10/2019 00:00:00 82999982 11 7 0 0 17
19/10/2019 00:00:00 82999979 13 8 0 0 20
20/10/2019 00:00:00 82999976 15 9 0 0 23
21/10/2019 00:00:00 82999972 17 11 0 0 27
22/10/2019 00:00:00 82999967 20 13 0 0 32
23/10/2019 00:00:00 82999962 23 15 0 0 37
24/10/2019 00:00:00 82999956 27 17 0 0 43
25/10/2019 00:00:00 82999948 31 20 0 0 51
26/10/2019 00:00:00 82999940 36 24 0 0 59
27/10/2019 00:00:00 82999930 42 28 0 0 69
28/10/2019 00:00:00 82999919 49 32 0 0 80
29/10/2019 00:00:00 82999905 57 37 0 0 94
30/10/2019 00:00:00 82999890 66 44 0 0 109
31/10/2019 00:00:00 82999872 77 51 0 0 127
1/11/2019 00:00:00 82999851 89 59 0 0 148
2/11/2019 00:00:00 82999827 104 69 0 0 172
3/11/2019 00:00:00 82999799 121 80 0 0 200
4/11/2019 00:00:00 82999767 140 93 0 0 232
5/11/2019 00:00:00 82999729 163 108 0 0 270
6/11/2019 00:00:00 82999685 189 126 0 0 314
7/11/2019 00:00:00 82999634 220 146 0 0 365
8/11/2019 00:00:00 82999575 255 170 0 0 424
9/11/2019 00:00:00 82999506 297 197 0 0 493
10/11/2019 00:00:00 82999426 345 229 0 0 573
11/11/2019 00:00:00 82999333 400 266 1 0 666
12/11/2019 00:00:00 82999225 465 310 1 0 774
13/11/2019 00:00:00 82999100 540 360 1 0 899
14/11/2019 00:00:00 82998954 627 418 1 0 1045
15/11/2019 00:00:00 82998785 729 486 1 0 1214
16/11/2019 00:00:00 82998588 846 564 1 0 1411
17/11/2019 00:00:00 82998360 983 656 1 0 1639
18/11/2019 00:00:00 82998095 1142 762 2 0 1904
19/11/2019 00:00:00 82997787 1326 885 2 0 2212
20/11/2019 00:00:00 82997429 1541 1028 2 0 2570
21/11/2019 00:00:00 82997014 1790 1194 2 0 2985
22/11/2019 00:00:00 82996531 2079 1387 3 0 3468
23/11/2019 00:00:00 82995970 2415 1612 3 0 4029
24/11/2019 00:00:00 82995319 2805 1872 4 0 4680
25/11/2019 00:00:00 82994563 3258 2175 4 0 5436
26/11/2019 00:00:00 82993684 3785 2526 5 0 6315
27/11/2019 00:00:00 82992663 4397 2934 6 0 7336
28/11/2019 00:00:00 82991478 5107 3409 7 0 8521
29/11/2019 00:00:00 82990100 5932 3960 8 0 9899
30/11/2019 00:00:00 82988501 6890 4600 9 0 11498
1/12/2019 00:00:00 82986643 8004 5343 11 0 13356
2/12/2019 00:00:00 82984485 9297 6206 12 0 15514
3/12/2019 00:00:00 82981978 10798 7209 14 0 18021
4/12/2019 00:00:00 82979067 12543 8374 17 0 20932
5/12/2019 00:00:00 82975685 14568 9727 19 0 24314
6/12/2019 00:00:00 82971757 16921 11299 23 0 28242
7/12/2019 00:00:00 82967196 19654 13124 26 0 32803
8/12/2019 00:00:00 82961898 22828 15244 30 0 38101
9/12/2019 00:00:00 82955745 26514 17706 35 0 44254
10/12/2019 00:00:00 82948599 30794 20566 41 0 51400
11/12/2019 00:00:00 82940300 35764 23888 48 0 59699
12/12/2019 00:00:00 82930663 41535 27746 55 0 69336
13/12/2019 00:00:00 82919473 48237 32226 64 0 80526
14/12/2019 00:00:00 82906479 56017 37429 75 0 93520
15/12/2019 00:00:00 82891392 65050 43471 87 0 108607
16/12/2019 00:00:00 82873877 75535 50487 101 0 126122
17/12/2019 00:00:00 82853543 87705 58634 117 0 146456
18/12/2019 00:00:00 82829940 101830 68093 136 0 170059
19/12/2019 00:00:00 82802546 118221 79075 158 0 197453
20/12/2019 00:00:00 82770755 137237 91825 184 0 229245
21/12/2019 00:00:00 82733867 159296 106624 213 0 266132
22/12/2019 00:00:00 82691073 184878 123801 248 0 308926
23/12/2019 00:00:00 82641438 214539 143735 287 0 358561
24/12/2019 00:00:00 82583882 248919 166866 334 0 416117
25/12/2019 00:00:00 82517159 288754 193700 387 0 482840
26/12/2019 00:00:00 82439834 334891 224826 450 0 560166
27/12/2019 00:00:00 82350256 388302 260920 522 0 649744
28/12/2019 00:00:00 82246528 450102 302765 606 0 753471
29/12/2019 00:00:00 82126475 521561 351261 703 0 873524
30/12/2019 00:00:00 81987609 604130 407446 815 0 1012391
31/12/2019 00:00:00 81827088 699456 472511 945 0 1172912
1/1/2020 00:00:00 81641679 809402 547823 1096 0 1358321
2/1/2020 00:00:00 81427715 936068 634947 1270 0 1572285
3/1/2020 00:00:00 81265178 1000348 733009 1466 0 1734822
4/1/2020 00:00:00 81177608 988288 832439 1665 0 1822392
5/1/2020 00:00:00 81091191 976282 930666 1861 0 1908809
6/1/2020 00:00:00 81005918 964332 1027695 2055 0 1994082
7/1/2020 00:00:00 80921781 952440 1123532 2247 0 2078220
8/1/2020 00:00:00 80838770 940610 1218184 2436 0 2161230
9/1/2020 00:00:00 80756878 928844 1311655 2623 0 2243122
10/1/2020 00:00:00 80676095 917145 1403953 2808 0 2323905
11/1/2020 00:00:00 80596413 905513 1495084 2990 0 2403587
12/1/2020 00:00:00 80517821 893953 1585056 3170 0 2482179
13/1/2020 00:00:00 80440312 882465 1673875 3348 0 2559688
14/1/2020 00:00:00 80363875 871053 1761550 3523 0 2636125
15/1/2020 00:00:00 80288500 859717 1848087 3696 0 2711500
16/1/2020 00:00:00 80214179 848460 1933494 3867 0 2785821
17/1/2020 00:00:00 80140902 837283 2017780 4036 0 2859098
18/1/2020 00:00:00 80068658 826189 2100952 4202 0 2931342
19/1/2020 00:00:00 79997438 815178 2183019 4366 0 3002562
20/1/2020 00:00:00 79927232 804252 2263988 4528 0 3072768
21/1/2020 00:00:00 79858030 793412 2343870 4688 0 3141970
22/1/2020 00:00:00 79789822 782660 2422672 4845 0 3210178
23/1/2020 00:00:00 79722598 771998 2500404 5001 0 3277402
24/1/2020 00:00:00 79656348 761425 2577073 5154 0 3343652
25/1/2020 00:00:00 79591061 750944 2652690 5305 0 3408939
26/1/2020 00:00:00 79526727 740555 2727264 5455 0 3473273
27/1/2020 00:00:00 79463337 730259 2800803 5602 0 3536663
28/1/2020 00:00:00 79400880 720057 2873317 5747 0 3599120
29/1/2020 00:00:00 79339345 709950 2944816 5890 0 3660655
30/1/2020 00:00:00 79278723 699938 3015309 6031 0 3721277
31/1/2020 00:00:00 79219003 690023 3084805 6170 0 3780998
1/2/2020 00:00:00 79160174 680204 3153315 6307 0 3839826
2/2/2020 00:00:00 79102228 670483 3220848 6442 0 3897772
3/2/2020 00:00:00 79045153 660859 3287414 6575 0 3954847
4/2/2020 00:00:00 78988939 651334 3353022 6706 0 4011061
5/2/2020 00:00:00 78933576 641906 3417682 6835 0 4066424
6/2/2020 00:00:00 78879054 632578 3481405 6963 0 4120946
7/2/2020 00:00:00 78825363 623349 3544200 7088 0 4174637
8/2/2020 00:00:00 78772493 614219 3606077 7212 0 4227507
9/2/2020 00:00:00 78720433 605188 3667046 7334 0 4279567
10/2/2020 00:00:00 78669173 596256 3727117 7454 0 4330827
11/2/2020 00:00:00 78618704 587424 3786299 7573 0 4381296
12/2/2020 00:00:00 78569016 578691 3844603 7689 0 4430984
13/2/2020 00:00:00 78520099 570058 3902040 7804 0 4479902
14/2/2020 00:00:00 78471942 561524 3958617 7917 0 4528058
15/2/2020 00:00:00 78424536 553089 4014347 8029 0 4575464
16/2/2020 00:00:00 78377872 544753 4069237 8138 0 4622128
17/2/2020 00:00:00 78331939 536516 4123299 8247 0 4668061
18/2/2020 00:00:00 78286728 528377 4176543 8353 0 4713272
19/2/2020 00:00:00 78242229 520336 4228977 8458 0 4757771
20/2/2020 00:00:00 78198434 512393 4280612 8561 0 4801566
21/2/2020 00:00:00 78155332 504548 4331458 8663 0 4844668
22/2/2020 00:00:00 78112914 496799 4381524 8763 0 4887086
23/2/2020 00:00:00 78071171 489148 4430820 8862 0 4928829
24/2/2020 00:00:00 78030094 481592 4479355 8959 0 4969906
